symbol,event_date,open_price,close_price,high_price,low_price,total_volume,total_trade_value,avg_price,daily_return_pct
TLS,2025-01-29,36.51,38.04,43.13,32.47,3564085,135596564.84,37.91945945945946,4.19
TLS,2025-01-30,37.88,33.71,41.39,29.95,3754002,135803139.65,35.97939597315436,-11.01
TLS,2025-01-31,31.14,36.02,38.64,28.42,3669323,126744899.86,34.50827586206896,15.67
TLS,2025-02-01,31.35,37.25,42.61,30.22,3705539,135109923.2,36.55575342465754,18.82
TLS,2025-02-02,36.25,36.81,44.66,33.95,3740687,142818265.04,38.12718309859155,1.54
TLS,2025-02-03,38.11,35.35,41.96,31.31,4048454,145218856.1,35.84183544303798,-7.24
TLS,2025-02-04,33.98,33.95,39.59,29.95,3509814,120129429.09,34.23076388888889,-0.09
TLS,2025-02-05,34.3,37.99,40.39,30.78,3900988,142908250.08,36.706266666666664,10.76
TLS,2025-02-06,35.36,36.95,42.36,33.41,3634809,137412013.85,37.85092105263158,4.5
TLS,2025-02-07,37.54,35.5,40.65,29.92,4370135,154978734.53,35.37543209876543,-5.43
TLS,2025-02-08,29.71,34.08,38.13,29.71,3697504,126770494.01,34.45359154929577,14.71
TLS,2025-02-09,37.79,39.53,42.45,32.14,3376922,124092882.66,36.82732824427481,4.6
TLS,2025-02-10,39.36,35.47,43.48,31.85,3779347,142495699.85,37.72209150326797,-9.88
TLS,2025-02-11,36.16,36.48,40.55,31.53,2453102,89197371.56,36.15824742268041,0.88
WBC,2025-01-01,97.24,95.75,99.08,88.16,3366892,316943051.88,94.1109923664122,-1.53
WBC,2025-01-02,92.93,94.4,99.47,89.53,4317091,407254379.22,94.33969879518072,1.58
WBC,2025-01-03,92.58,89.48,95.86,87.0,2880204,263320409.28,91.43137096774193,-3.35
WBC,2025-01-04,92.72,93.78,97.4,85.72,3701420,339682225.57,91.66602739726028,1.14
WBC,2025-01-05,93.94,97.16,99.01,88.69,3938881,372168809.9,94.48894366197183,3.43
WBC,2025-01-06,94.52,89.66,98.98,89.66,3354249,314508924.92,93.86586776859504,-5.14
WBC,2025-01-07,93.77,95.84,95.88,85.5,4648839,423411015.67,91.13759776536313,2.21
WBC,2025-01-08,90.62,92.52,97.77,86.76,3682140,338579323.32,92.00475862068966,2.1
WBC,2025-01-09,89.98,95.98,97.99,89.8,3145106,296876379.5,94.50220588235294,6.67
WBC,2025-01-10,97.65,93.52,99.27,89.44,3693892,346999279.46999997,94.11082706766918,-4.23
WBC,2025-01-11,88.93,90.42,95.05,85.86,4577700,418121959.28,91.2276,1.68
WBC,2025-01-12,91.14,90.78,97.84,86.59,3917591,361538032.24,92.19254901960784,-0.39
WBC,2025-01-13,94.54,90.5,99.32,89.06,3463804,327873759.97,94.61014705882353,-4.27
WBC,2025-01-14,94.53,92.74,98.25,88.7,4022734,374626734.06,93.08571428571429,-1.89
WBC,2025-01-15,93.16,88.79,97.38,86.23,4520685,413179271.63,91.37145454545455,-4.69
WBC,2025-01-16,90.38,95.24,98.45,87.48,4136687,382056353.37,92.33433333333333,5.38
WBC,2025-01-17,94.37,92.33,99.04,89.91,3846301,364587863.16,94.7230612244898,-2.16
WBC,2025-01-18,93.61,93.31,100.5,88.13,3869438,361055893.22,93.3214,-0.32
WBC,2025-01-19,94.69,92.59,94.93,86.43,3788934,345289649.08,91.175,-2.22
WBC,2025-01-20,91.44,94.59,98.05,87.3,3705245,342651301.27,92.45887323943661,3.44
WBC,2025-01-21,95.42,93.6,99.98,90.33,3742229,354355745.28000003,94.79422535211268,-1.91
WBC,2025-01-22,94.36,91.38,98.18,89.44,3500643,327147143.28000003,93.40316901408451,-3.16
WBC,2025-01-23,93.26,91.38,95.85,85.9,3531496,321430911.65,91.08068027210885,-2.02
WBC,2025-01-24,92.49,92.63,97.52,86.76,3684460,342481058.36,93.04231292517007,0.15
WBC,2025-01-25,97.0,93.57,99.77,90.67,3935775,372608439.16,94.58807947019866,-3.54
WBC,2025-01-26,95.44,91.13,98.38,88.55,3560618,330622188.05,92.8234965034965,-4.52
WBC,2025-01-27,89.99,88.6,94.64,86.07,3720676,339312545.71,91.17673611111111,-1.54
WBC,2025-01-28,90.33,95.66,97.32,86.5,4523461,420916639.25,93.01265060240964,5.9
WBC,2025-01-29,93.18,93.91,101.31,90.49,3677460,348007947.67,94.62398648648649,0.78
WBC,2025-01-30,94.24,88.58,97.88,87.67,3431356,318213563.71,92.65256944444444,-6.01
WBC,2025-01-31,89.54,91.6,95.51,86.34,3893029,354511742.87,91.15473333333334,2.3
WBC,2025-02-01,92.2,94.84,97.91,88.61,3806705,355318552.66,93.2534306569343,2.86
WBC,2025-02-02,95.19,93.21,100.65,88.61,3753869,355584780.7,94.85178082191781,-2.08
WBC,2025-02-03,93.32,91.59,96.87,87.51,3574166,330658240.7,92.44122448979593,-1.85
WBC,2025-02-04,92.93,89.97,96.42,86.83,3299500,301799383.44,91.38452554744526,-3.19
WBC,2025-02-05,88.59,92.29,99.08,88.59,3523102,328329113.38,93.25927536231885,4.18
WBC,2025-02-06,93.89,95.1,100.39,89.77,3521274,334121815.86,94.76591836734694,1.29
WBC,2025-02-07,92.91,90.11,97.07,88.67,3672847,339679694.5,92.41082089552238,-3.01
WBC,2025-02-08,90.84,91.44,96.34,86.2,4493262,409596597.83,91.17390243902439,0.66
WBC,2025-02-09,90.58,94.0,98.55,88.34,3861646,361870256.82,93.58767741935483,3.78
WBC,2025-02-10,95.12,97.03,100.0,90.42,3607745,341542279.4,94.71724637681159,2.01
WBC,2025-02-11,95.63,92.2,99.28,88.79,2137124,198485208.95,92.8225,-3.59
WES,2025-01-01,98.63,104.1,110.44,96.47,3522022,365735835.42,103.87842857142857,5.55
WES,2025-01-02,103.37,103.76,109.78,98.77,3452692,357037688.2,103.60310344827587,0.38
WES,2025-01-03,100.73,100.44,106.19,93.97,3510051,355535374.91,101.21029629629629,-0.29
WES,2025-01-04,102.57,105.69,106.15,97.27,3299344,335792108.74,101.59142857142858,3.04
WES,2025-01-05,101.35,105.21,108.62,98.99,3937070,408605859.71,103.84210191082802,3.81
WES,2025-01-06,105.51,103.14,108.38,99.11,3583843,371454237.19,103.7045,-2.25
WES,2025-01-07,101.77,104.05,105.6,95.98,3902658,393033309.99,100.8178431372549,2.24
WES,2025-01-08,98.58,101.77,107.37,96.8,3830158,389042745.38,101.38406451612903,3.24
WES,2025-01-09,104.82,106.13,107.71,99.37,3388753,352071477.5,104.0426119402985,1.25
WES,2025-01-10,105.71,102.4,108.17,99.76,3896288,402993422.27,103.4278947368421,-3.13
WES,2025-01-11,99.48,100.57,104.87,94.57,3326377,335792180.22,100.83431034482759,1.1
WES,2025-01-12,104.48,105.12,106.49,96.61,3722305,378908304.77,101.80852112676055,0.61
WES,2025-01-13,100.63,106.61,109.15,99.03,3489730,364353196.93,104.38257575757575,5.94
WES,2025-01-14,108.01,102.25,108.01,97.86,4036329,417247801.57,103.23662162162162,-5.33
WES,2025-01-15,102.67,101.42,105.92,95.99,3012433,304759332.04,101.12359375,-1.22
WES,2025-01-16,101.45,101.31,108.45,93.61,4047681,412934238.26,101.96811688311688,-0.14
WES,2025-01-17,104.54,103.59,108.91,98.67,3025686,315509686.76,104.29766917293233,-0.91
WES,2025-01-18,107.3,101.64,108.64,97.87,3868837,398491629.31,103.05773972602739,-5.27
WES,2025-01-19,100.27,101.15,106.82,94.96,4355181,438602598.97,100.68305389221557,0.88
WES,2025-01-20,98.49,107.34,107.34,98.38,3527790,360293915.57,102.20071428571428,8.99
WES,2025-01-21,103.6,104.03,109.08,99.84,3711988,386638980.4,104.12979591836735,0.42
WES,2025-01-22,104.22,101.16,109.45,97.35,3600711,370423065.24,102.87111888111887,-2.94
WES,2025-01-23,102.63,99.97,104.53,96.2,3833440,385341710.71999997,100.58234482758621,-2.59
WES,2025-01-24,100.38,101.56,107.35,94.73,3176094,325308716.39,102.36235772357723,1.18
WES,2025-01-25,102.54,105.05,109.33,100.17,3613396,377521209.64,104.46616438356165,2.45
WES,2025-01-26,104.98,101.38,106.22,96.4,4189976,428659910.22,102.26042944785277,-3.43
WES,2025-01-27,99.07,102.84,105.56,97.43,3594277,362848632.03000003,100.92741258741259,3.81
WES,2025-01-28,100.57,105.8,108.63,97.66,3886847,399423326.52,102.741,5.2
WES,2025-01-29,101.22,104.51,109.18,99.7,3322911,345961414.37,104.04248226950355,3.25
WES,2025-01-30,100.75,97.56,107.29,95.96,3698001,377565314.11,102.04608391608392,-3.17
WES,2025-01-31,105.1,102.24,106.18,96.99,3899239,394331840.19,101.11,-2.72
WES,2025-02-01,100.18,106.08,107.38,96.07,3581090,367262064.63,102.65561290322582,5.89
WES,2025-02-02,103.36,102.75,108.07,97.35,3902944,406259892.18,104.11741721854304,-0.59
WES,2025-02-03,106.88,97.54,107.23,96.67,4428565,451783361.9,102.05804054054055,-8.74
WES,2025-02-04,102.08,103.74,105.05,95.49,3101650,311883297.45,100.6221186440678,1.63
WES,2025-02-05,102.96,103.96,108.88,97.61,2721505,279632469.57,102.80468253968253,0.97
WES,2025-02-06,101.73,104.85,108.81,97.38,4054324,422305255.05,104.0376219512195,3.07
WES,2025-02-07,103.24,97.99,107.17,97.26,3410231,349214135.19,102.0972463768116,-5.09
WES,2025-02-08,100.44,99.81,104.2,96.68,4008050,404586564.52,100.85377358490567,-0.63
WES,2025-02-09,102.05,105.67,108.1,96.63,3240567,333959218.34,103.18,3.55
WES,2025-02-10,103.16,101.0,108.41,99.13,3514632,366234818.43,104.09973154362416,-2.09
WES,2025-02-11,102.92,104.54,105.89,95.97,2509776,255427325.57,101.98134020618558,1.57
WOW,2025-01-01,107.0,102.73,109.39,99.73,3655423,380419815.97,104.0775,-3.99
WOW,2025-01-02,106.65,99.84,107.96,98.43,3663992,380772220.33,103.79342465753425,-6.39
WOW,2025-01-03,103.09,99.46,105.59,96.67,3591209,363977072.8,101.36701492537314,-3.52
WOW,2025-01-04,98.74,103.29,105.48,97.37,3656795,371803290.01,101.66912162162163,4.61
WOW,2025-01-05,100.41,104.15,109.58,98.72,3825453,398299922.19,104.23140845070422,3.72
WOW,2025-01-06,104.13,104.28,108.54,97.23,3444679,356875868.24,103.52781954887219,0.14
WOW,2025-01-07,103.86,99.59,105.82,95.53,3777015,382329503.12,101.08820143884893,-4.11
WOW,2025-01-08,102.11,101.56,106.11,95.46,3956285,401063622.81,101.31893081761005,-0.54
WOW,2025-01-09,103.37,104.86,109.5,99.39,3455595,360352178.1,104.32352112676057,1.44
WOW,2025-01-10,102.06,99.7,108.69,98.98,4367727,453114857.09,103.79100628930819,-2.31
WOW,2025-01-11,101.95,104.53,105.54,96.81,3679193,372622806.95,101.27696551724138,2.53
WOW,2025-01-12,99.86,100.97,106.0,97.35,3476230,353851632.71999997,101.93753623188405,1.11
WOW,2025-01-13,102.62,105.94,110.22,99.25,3767040,392547337.31,104.34978260869566,3.24
WOW,2025-01-14,105.56,101.54,107.69,98.67,3574517,369535558.53,103.43716216216217,-3.81
WOW,2025-01-15,102.52,102.61,105.68,95.58,4535145,458905616.15,101.1377358490566,0.09
WOW,2025-01-16,98.42,106.01,107.37,97.15,4003753,408822051.08,102.17435064935066,7.71
WOW,2025-01-17,105.24,103.73,109.71,100.26,3237819,338795702.26,104.46335877862596,-1.43
WOW,2025-01-18,104.53,104.58,107.82,98.11,3647218,376366167.24,103.18437037037036,0.05
WOW,2025-01-19,98.8,100.29,105.34,96.3,3872135,390398745.29,100.83625806451613,1.51
WOW,2025-01-20,105.3,104.08,108.0,95.89,4094457,418914227.6,102.36489795918366,-1.16
WOW,2025-01-21,105.03,102.92,108.35,100.57,3732353,389124301.14,104.25489655172413,-2.01
WOW,2025-01-22,99.28,101.78,108.88,97.98,3682491,378239250.78000003,102.73741258741259,2.52
WOW,2025-01-23,101.89,97.77,105.35,96.74,3856276,389160962.95,100.94807453416149,-4.04
WOW,2025-01-24,102.81,102.51,108.87,96.78,3484364,356295660.43,102.21442857142857,-0.29
WOW,2025-01-25,103.58,106.53,109.29,98.82,3771797,394604128.11,104.44454545454545,2.85
WOW,2025-01-26,104.83,99.93,107.96,97.1,3941478,405968433.48,102.7053103448276,-4.67
WOW,2025-01-27,104.35,99.83,105.23,93.85,4131256,417138736.54,101.10827814569537,-4.33
WOW,2025-01-28,98.51,102.64,107.69,97.48,3230330,330968603.84,102.66671875,4.19
WOW,2025-01-29,104.69,105.21,109.62,99.64,3814852,398930247.78,104.42973684210526,0.5
WOW,2025-01-30,102.29,100.52,106.56,96.88,4011943,410360193.1,102.27012578616353,-1.73
WOW,2025-01-31,100.28,99.5,105.37,96.48,3881324,391660623.13,100.89273333333334,-0.78
WOW,2025-02-01,101.32,104.76,108.79,98.09,3850411,395894135.49,102.88574468085106,3.4
WOW,2025-02-02,102.25,99.15,110.45,99.15,3296550,344762981.29,104.57066666666665,-3.03
WOW,2025-02-03,106.23,99.96,108.02,95.21,3906939,398484192.55,102.00827814569537,-5.9
WOW,2025-02-04,100.7,100.08,105.12,95.45,3697932,373445778.35,101.0522972972973,-0.62
WOW,2025-02-05,103.97,110.06,110.06,98.18,3592523,370952736.44,103.25642857142857,5.86
WOW,2025-02-06,101.16,103.61,110.0,99.23,3147288,329755802.26,104.51066666666667,2.42
WOW,2025-02-07,101.72,99.32,107.56,95.34,3039063,309912837.13,101.94677685950413,-2.36
WOW,2025-02-08,101.38,99.82,105.5,95.57,3840673,386694540.85,100.8162162162162,-1.54
WOW,2025-02-09,101.88,105.52,107.75,98.32,4262366,439652211.23,103.20806451612903,3.57
WOW,2025-02-10,102.63,103.04,108.52,99.68,3954058,412811561.39,104.32783783783785,0.4
WOW,2025-02-11,103.55,100.74,107.24,97.86,2870650,292795157.09,102.02080357142857,-2.71
