event_timestamp,city,temperature_c,humidity_pct,wind_kmh
2025-01-21 09:00:00,Sydney,17.2,54,23.6
2025-01-21 10:00:00,Melbourne,19.2,83,33.9
2025-01-21 11:00:00,Melbourne,29.8,76,35.9
2025-01-21 12:00:00,Perth,18.9,85,15.2
2025-01-21 13:00:00,Brisbane,24.5,81,2.9
2025-01-21 14:00:00,Sydney,25.1,61,7.7
2025-01-21 15:00:00,Melbourne,27.7,90,13.4
2025-01-21 16:00:00,Melbourne,19.4,39,24.6
2025-01-21 17:00:00,Brisbane,16.7,37,31.0
2025-01-21 18:00:00,Brisbane,18.0,70,12.3
2025-01-21 19:00:00,Adelaide,20.2,84,11.7
2025-01-21 20:00:00,Melbourne,19.8,38,0.7
2025-01-21 21:00:00,Brisbane,28.4,80,16.4
2025-01-21 22:00:00,Adelaide,20.7,58,6.0
2025-01-21 23:00:00,Perth,22.7,93,4.9
2025-01-22 00:00:00,Adelaide,11.4,83,19.2
2025-01-22 01:00:00,Adelaide,21.8,54,3.4
2025-01-22 02:00:00,Perth,29.4,47,6.8
2025-01-22 03:00:00,Perth,20.4,85,11.9
2025-01-22 04:00:00,Perth,14.4,71,25.7
2025-01-22 05:00:00,Perth,25.5,90,25.2
2025-01-22 06:00:00,Perth,23.9,55,12.0
2025-01-22 07:00:00,Perth,24.4,87,14.4
2025-01-22 08:00:00,Melbourne,18.6,73,18.3
2025-01-22 09:00:00,Perth,24.2,41,10.1
2025-01-22 10:00:00,Melbourne,23.5,42,18.3
2025-01-22 11:00:00,Brisbane,18.4,69,15.4
2025-01-22 12:00:00,Brisbane,18.1,75,5.7
2025-01-22 13:00:00,Perth,19.0,39,21.4
2025-01-22 14:00:00,Brisbane,14.0,92,15.4
2025-01-22 15:00:00,Sydney,30.5,58,15.0
2025-01-22 16:00:00,Melbourne,29.7,71,13.8
2025-01-22 17:00:00,Adelaide,17.1,80,15.2
2025-01-22 18:00:00,Sydney,18.6,72,28.7
2025-01-22 19:00:00,Brisbane,18.8,78,20.6
2025-01-22 20:00:00,Melbourne,17.6,69,17.7
2025-01-22 21:00:00,Brisbane,29.7,58,7.1
2025-01-22 22:00:00,Perth,20.7,74,4.6
2025-01-22 23:00:00,Sydney,26.9,60,17.1
2025-01-23 00:00:00,Melbourne,23.0,53,16.1
2025-01-23 01:00:00,Adelaide,23.0,73,11.9
2025-01-23 02:00:00,Sydney,16.0,70,19.9
2025-01-23 03:00:00,Perth,23.7,69,10.5
2025-01-23 04:00:00,Sydney,25.0,68,22.7
2025-01-23 05:00:00,Melbourne,25.5,86,4.1
2025-01-23 06:00:00,Melbourne,28.8,92,15.9
2025-01-23 07:00:00,Brisbane,20.1,84,26.2
2025-01-23 08:00:00,Adelaide,16.9,82,7.9
2025-01-23 09:00:00,Perth,26.2,81,2.6
2025-01-23 10:00:00,Adelaide,19.5,91,6.6
2025-01-23 11:00:00,Adelaide,20.5,72,20.0
2025-01-23 12:00:00,Melbourne,23.0,68,12.4
2025-01-23 13:00:00,Perth,13.0,55,12.1
2025-01-23 14:00:00,Adelaide,15.0,66,0.5
2025-01-23 15:00:00,Perth,22.9,66,18.4
2025-01-23 16:00:00,Brisbane,19.8,69,25.3
2025-01-23 17:00:00,Perth,18.2,85,8.2
2025-01-23 18:00:00,Perth,21.8,77,8.1
2025-01-23 19:00:00,Adelaide,30.3,76,7.1
2025-01-23 20:00:00,Perth,17.1,43,4.3
2025-01-23 21:00:00,Perth,24.4,75,4.6
2025-01-23 22:00:00,Sydney,15.8,43,15.3
2025-01-23 23:00:00,Brisbane,17.1,47,7.8
2025-01-24 00:00:00,Melbourne,29.6,50,12.1
2025-01-24 01:00:00,Adelaide,24.9,86,2.9
2025-01-24 02:00:00,Adelaide,18.6,77,16.8
2025-01-24 03:00:00,Melbourne,19.4,54,16.0
2025-01-24 04:00:00,Perth,14.0,63,11.9
2025-01-24 05:00:00,Perth,16.9,42,22.6
2025-01-24 06:00:00,Melbourne,16.0,92,10.8
2025-01-24 07:00:00,Melbourne,20.0,36,9.1
2025-01-24 08:00:00,Sydney,21.0,62,13.1
2025-01-24 09:00:00,Sydney,26.6,75,5.1
2025-01-24 10:00:00,Melbourne,21.5,94,7.1
2025-01-24 11:00:00,Melbourne,27.0,54,4.7
2025-01-24 12:00:00,Perth,18.3,63,8.7
2025-01-24 13:00:00,Perth,16.5,94,14.1
2025-01-24 14:00:00,Adelaide,30.8,67,4.1
2025-01-24 15:00:00,Perth,20.8,56,1.0
2025-01-24 16:00:00,Melbourne,21.6,68,5.4
2025-01-24 17:00:00,Perth,27.1,52,13.1
2025-01-24 18:00:00,Brisbane,15.0,47,2.6
2025-01-24 19:00:00,Melbourne,22.5,83,1.7
2025-01-24 20:00:00,Melbourne,16.0,70,12.0
2025-01-24 21:00:00,Perth,23.1,72,29.0
2025-01-24 22:00:00,Perth,28.6,43,18.8
2025-01-24 23:00:00,Brisbane,20.5,42,10.6
2025-01-25 00:00:00,Melbourne,24.2,88,5.0
2025-01-25 01:00:00,Melbourne,23.0,55,30.6
2025-01-25 02:00:00,Brisbane,16.8,37,6.6
2025-01-25 03:00:00,Perth,17.2,52,14.4
2025-01-25 04:00:00,Adelaide,24.1,77,16.3
2025-01-25 05:00:00,Sydney,21.7,62,12.8
2025-01-25 06:00:00,Adelaide,20.1,88,15.1
2025-01-25 07:00:00,Brisbane,23.0,59,12.8
2025-01-25 08:00:00,Melbourne,19.3,71,56.0
2025-01-25 09:00:00,Sydney,17.6,54,18.7
2025-01-25 10:00:00,Brisbane,18.7,89,47.6
2025-01-25 11:00:00,Perth,16.9,71,16.5
2025-01-25 12:00:00,Perth,23.7,80,8.6
2025-01-25 13:00:00,Brisbane,22.7,55,18.9
2025-01-25 14:00:00,Brisbane,25.3,58,13.2
2025-01-25 15:00:00,Adelaide,23.7,49,22.6
2025-01-25 16:00:00,Perth,21.5,38,24.5
2025-01-25 17:00:00,Melbourne,22.7,59,28.9
2025-01-25 18:00:00,Perth,19.4,36,6.4
2025-01-25 19:00:00,Brisbane,24.5,91,11.7
2025-01-25 20:00:00,Melbourne,18.2,81,7.8
2025-01-25 21:00:00,Melbourne,19.3,59,26.5
2025-01-25 22:00:00,Adelaide,19.1,83,19.6
2025-01-25 23:00:00,Brisbane,25.4,62,10.8
2025-01-26 00:00:00,Brisbane,22.0,50,2.4
2025-01-26 01:00:00,Brisbane,16.6,63,4.8
2025-01-26 02:00:00,Adelaide,23.2,80,10.0
2025-01-26 03:00:00,Adelaide,20.1,65,11.1
2025-01-26 04:00:00,Brisbane,15.4,83,22.1
2025-01-26 05:00:00,Brisbane,26.2,61,19.2
2025-01-26 06:00:00,Adelaide,24.6,81,2.7
2025-01-26 07:00:00,Melbourne,15.4,76,3.5
2025-01-26 08:00:00,Sydney,24.9,88,4.2
2025-01-26 09:00:00,Sydney,10.5,91,6.8
2025-01-26 10:00:00,Perth,16.9,94,36.3
2025-01-26 11:00:00,Perth,12.4,68,5.5
2025-01-26 12:00:00,Sydney,21.1,65,35.0
2025-01-26 13:00:00,Sydney,15.0,70,17.7
2025-01-26 14:00:00,Melbourne,24.9,63,5.2
2025-01-26 15:00:00,Brisbane,20.7,42,11.9
2025-01-26 16:00:00,Perth,23.0,45,38.4
2025-01-26 17:00:00,Adelaide,22.7,58,10.1
2025-01-26 18:00:00,Melbourne,19.0,83,15.8
2025-01-26 19:00:00,Brisbane,11.2,66,7.2
2025-01-26 20:00:00,Melbourne,11.7,53,20.0
2025-01-26 21:00:00,Perth,18.3,87,41.2
2025-01-26 22:00:00,Perth,20.5,52,23.2
2025-01-26 23:00:00,Adelaide,11.4,53,2.7
2025-01-27 00:00:00,Sydney,21.7,47,13.9
2025-01-27 01:00:00,Sydney,19.5,77,25.1
2025-01-27 02:00:00,Melbourne,23.2,47,41.6
2025-01-27 03:00:00,Adelaide,18.0,36,24.6
2025-01-27 04:00:00,Perth,24.8,58,7.8
2025-01-27 05:00:00,Melbourne,19.1,75,1.4
2025-01-27 06:00:00,Sydney,26.0,35,12.2
2025-01-27 07:00:00,Adelaide,17.5,37,13.0
2025-01-27 08:00:00,Perth,29.1,42,19.2
2025-01-27 09:00:00,Sydney,19.4,42,6.1
2025-01-27 10:00:00,Sydney,26.9,56,9.8
2025-01-27 11:00:00,Brisbane,22.8,77,17.8
2025-01-27 12:00:00,Melbourne,24.2,38,10.6
2025-01-27 13:00:00,Perth,26.1,66,32.2
2025-01-27 14:00:00,Adelaide,21.9,49,7.7
2025-01-27 15:00:00,Melbourne,22.0,65,21.2
2025-01-27 16:00:00,Perth,28.5,50,1.7
2025-01-27 17:00:00,Perth,15.2,90,14.5
2025-01-27 18:00:00,Perth,26.3,85,9.3
2025-01-27 19:00:00,Melbourne,17.5,67,12.0
2025-01-27 20:00:00,Melbourne,22.8,89,13.5
2025-01-27 21:00:00,Sydney,27.6,52,16.7
2025-01-27 22:00:00,Melbourne,15.1,53,15.3
2025-01-27 23:00:00,Sydney,12.8,66,29.7
2025-01-28 00:00:00,Adelaide,21.5,87,13.7
2025-01-28 01:00:00,Sydney,18.8,86,3.2
2025-01-28 02:00:00,Melbourne,15.7,41,19.3
2025-01-28 03:00:00,Perth,24.1,84,7.4
2025-01-28 04:00:00,Sydney,24.7,79,12.9
2025-01-28 05:00:00,Sydney,13.3,73,2.6
2025-01-28 06:00:00,Sydney,16.2,47,1.2
2025-01-28 07:00:00,Brisbane,23.8,51,28.2
2025-01-28 08:00:00,Brisbane,23.8,89,9.8
2025-01-28 09:00:00,Perth,21.8,89,8.8
2025-01-28 10:00:00,Sydney,23.2,77,12.1
2025-01-28 11:00:00,Perth,25.0,44,16.9
2025-01-28 12:00:00,Melbourne,16.7,39,7.8
2025-01-28 13:00:00,Brisbane,19.1,37,19.8
2025-01-28 14:00:00,Melbourne,23.8,85,11.2
2025-01-28 15:00:00,Brisbane,25.2,83,24.1
2025-01-28 16:00:00,Melbourne,15.9,64,49.5
2025-01-28 17:00:00,Perth,16.9,50,26.1
2025-01-28 18:00:00,Melbourne,18.8,91,39.1
2025-01-28 19:00:00,Sydney,21.7,53,25.8
2025-01-28 20:00:00,Sydney,17.9,76,5.9
2025-01-28 21:00:00,Sydney,21.7,66,4.7
2025-01-28 22:00:00,Adelaide,26.6,42,7.6
2025-01-28 23:00:00,Adelaide,22.6,89,5.1
2025-01-29 00:00:00,Melbourne,11.7,62,22.0
2025-01-29 01:00:00,Perth,21.2,94,4.7
2025-01-29 02:00:00,Perth,21.9,64,13.9
2025-01-29 03:00:00,Perth,20.2,84,2.3
2025-01-29 04:00:00,Melbourne,17.3,85,8.4
2025-01-29 05:00:00,Brisbane,9.9,93,5.4
2025-01-29 06:00:00,Sydney,24.4,77,13.4
2025-01-29 07:00:00,Brisbane,22.4,71,10.3
2025-01-29 08:00:00,Sydney,19.4,68,5.9
2025-01-29 09:00:00,Brisbane,20.0,36,42.5
2025-01-29 10:00:00,Perth,25.1,58,6.4
2025-01-29 11:00:00,Sydney,25.0,90,27.1
2025-01-29 12:00:00,Perth,17.6,69,22.7
2025-01-29 13:00:00,Melbourne,24.6,89,11.1
2025-01-29 14:00:00,Melbourne,16.6,44,7.6
2025-01-29 15:00:00,Sydney,16.0,73,6.4
2025-01-29 16:00:00,Brisbane,12.7,66,19.8
2025-01-29 17:00:00,Brisbane,29.1,73,3.7
2025-01-29 18:00:00,Melbourne,22.0,79,14.0
2025-01-29 19:00:00,Melbourne,23.2,55,26.9
2025-01-29 20:00:00,Melbourne,12.3,49,51.3
2025-01-29 21:00:00,Sydney,27.6,67,18.3
2025-01-29 22:00:00,Perth,19.9,58,14.3
2025-01-29 23:00:00,Adelaide,29.6,68,14.5
2025-01-30 00:00:00,Melbourne,23.8,39,1.9
2025-01-30 01:00:00,Brisbane,21.9,92,7.4
2025-01-30 02:00:00,Perth,20.2,55,7.1
2025-01-30 03:00:00,Brisbane,25.4,89,8.3
2025-01-30 04:00:00,Melbourne,20.5,69,10.9
2025-01-30 05:00:00,Adelaide,23.6,44,3.7
2025-01-30 06:00:00,Sydney,19.1,69,47.2
2025-01-30 07:00:00,Perth,22.9,49,3.4
2025-01-30 08:00:00,Adelaide,17.2,88,6.2
2025-01-30 09:00:00,Brisbane,24.3,52,5.1
2025-01-30 10:00:00,Brisbane,20.2,43,10.5
2025-01-30 11:00:00,Adelaide,15.2,92,28.6
2025-01-30 12:00:00,Adelaide,21.1,77,5.6
2025-01-30 13:00:00,Melbourne,23.1,44,51.7
2025-01-30 14:00:00,Perth,22.3,62,21.8
2025-01-30 15:00:00,Brisbane,21.1,64,18.3
2025-01-30 16:00:00,Perth,15.7,48,16.0
2025-01-30 17:00:00,Brisbane,26.9,68,20.9
2025-01-30 18:00:00,Brisbane,13.7,89,21.4
2025-01-30 19:00:00,Adelaide,25.7,87,10.4
2025-01-30 20:00:00,Perth,23.7,83,11.1
2025-01-30 21:00:00,Adelaide,28.3,57,16.1
2025-01-30 22:00:00,Perth,18.7,72,4.4
2025-01-30 23:00:00,Adelaide,24.3,35,32.5
2025-01-31 00:00:00,Sydney,13.1,75,8.0
2025-01-31 01:00:00,Melbourne,28.9,77,20.3
2025-01-31 02:00:00,Brisbane,21.7,80,21.3
2025-01-31 03:00:00,Perth,19.4,87,11.7
2025-01-31 04:00:00,Melbourne,16.9,41,8.0
2025-01-31 05:00:00,Sydney,18.1,65,32.0
2025-01-31 06:00:00,Adelaide,12.4,86,5.6
2025-01-31 07:00:00,Sydney,19.1,52,13.1
2025-01-31 08:00:00,Perth,24.4,90,6.4
2025-01-31 09:00:00,Adelaide,5.1,65,5.9
2025-01-31 10:00:00,Sydney,19.6,36,4.8
2025-01-31 11:00:00,Sydney,23.3,42,3.5
2025-01-31 12:00:00,Sydney,25.7,87,24.9
2025-01-31 13:00:00,Melbourne,24.3,48,0.7
2025-01-31 14:00:00,Sydney,18.8,50,6.3
2025-01-31 15:00:00,Sydney,16.7,93,7.8
2025-01-31 16:00:00,Melbourne,19.5,64,12.5
2025-01-31 17:00:00,Sydney,19.6,60,7.8
2025-01-31 18:00:00,Brisbane,14.8,78,3.5
2025-01-31 19:00:00,Adelaide,17.4,52,1.7
2025-01-31 20:00:00,Adelaide,19.2,55,10.4
2025-01-31 21:00:00,Perth,26.2,93,6.9
2025-01-31 22:00:00,Melbourne,15.8,35,29.5
2025-01-31 23:00:00,Melbourne,23.5,55,1.8
2025-02-01 00:00:00,Adelaide,24.9,74,2.8
2025-02-01 01:00:00,Perth,23.7,64,22.9
2025-02-01 02:00:00,Adelaide,31.0,75,9.3
2025-02-01 03:00:00,Melbourne,27.5,90,7.2
2025-02-01 04:00:00,Melbourne,18.6,63,8.8
2025-02-01 05:00:00,Brisbane,30.2,71,10.0
2025-02-01 06:00:00,Brisbane,27.9,43,39.0
2025-02-01 07:00:00,Brisbane,17.0,88,5.3
2025-02-01 08:00:00,Adelaide,21.7,59,20.6
2025-02-01 09:00:00,Perth,26.3,93,25.0
2025-02-01 10:00:00,Brisbane,21.7,61,4.4
2025-02-01 11:00:00,Melbourne,16.1,56,23.2
2025-02-01 12:00:00,Perth,24.9,87,17.9
2025-02-01 13:00:00,Brisbane,18.9,88,3.4
2025-02-01 14:00:00,Sydney,15.6,47,8.7
2025-02-01 15:00:00,Sydney,21.1,61,9.3
2025-02-01 16:00:00,Sydney,18.4,36,7.7
2025-02-01 17:00:00,Brisbane,23.2,41,8.1
2025-02-01 18:00:00,Brisbane,27.5,44,14.3
2025-02-01 19:00:00,Sydney,19.2,88,16.1
2025-02-01 20:00:00,Adelaide,23.7,91,23.8
2025-02-01 21:00:00,Sydney,25.4,76,19.8
2025-02-01 22:00:00,Brisbane,14.2,54,16.1
2025-02-01 23:00:00,Adelaide,16.7,55,4.4
2025-02-02 00:00:00,Sydney,22.3,82,16.1
2025-02-02 01:00:00,Sydney,27.3,46,2.6
2025-02-02 02:00:00,Adelaide,23.9,80,17.3
2025-02-02 03:00:00,Brisbane,16.5,90,22.6
2025-02-02 04:00:00,Sydney,26.4,49,13.3
2025-02-02 05:00:00,Adelaide,26.5,37,14.8
2025-02-02 06:00:00,Perth,22.5,45,22.9
2025-02-02 07:00:00,Sydney,26.3,92,19.3
2025-02-02 08:00:00,Adelaide,18.3,73,21.1
2025-02-02 09:00:00,Adelaide,18.3,64,30.9
2025-02-02 10:00:00,Adelaide,24.3,67,4.6
2025-02-02 11:00:00,Melbourne,24.5,46,2.0
2025-02-02 12:00:00,Adelaide,17.0,37,18.6
2025-02-02 13:00:00,Melbourne,28.2,94,3.0
2025-02-02 14:00:00,Sydney,17.0,66,23.5
2025-02-02 15:00:00,Adelaide,17.1,81,12.5
2025-02-02 16:00:00,Melbourne,17.9,64,9.6
2025-02-02 17:00:00,Adelaide,22.0,93,4.6
2025-02-02 18:00:00,Brisbane,23.2,81,12.4
2025-02-02 19:00:00,Perth,8.8,77,20.3
2025-02-02 20:00:00,Brisbane,21.4,55,11.0
2025-02-02 21:00:00,Adelaide,20.7,37,10.8
2025-02-02 22:00:00,Adelaide,15.4,35,3.8
2025-02-02 23:00:00,Melbourne,19.0,83,14.7
2025-02-03 00:00:00,Brisbane,15.0,86,1.6
2025-02-03 01:00:00,Sydney,26.4,90,7.6
2025-02-03 02:00:00,Melbourne,19.7,44,16.2
2025-02-03 03:00:00,Perth,21.4,35,16.9
2025-02-03 04:00:00,Adelaide,23.8,84,24.9
2025-02-03 05:00:00,Melbourne,22.2,63,21.8
2025-02-03 06:00:00,Perth,15.5,49,19.3
2025-02-03 07:00:00,Perth,27.4,44,3.6
2025-02-03 08:00:00,Melbourne,16.2,35,12.0
2025-02-03 09:00:00,Brisbane,23.6,76,4.6
2025-02-03 10:00:00,Perth,24.1,38,35.1
2025-02-03 11:00:00,Perth,20.3,64,8.1
2025-02-03 12:00:00,Melbourne,16.4,56,19.5
2025-02-03 13:00:00,Adelaide,23.3,52,17.9
2025-02-03 14:00:00,Melbourne,20.3,64,16.6
2025-02-03 15:00:00,Sydney,18.8,46,22.9
2025-02-03 16:00:00,Melbourne,16.1,82,1.0
2025-02-03 17:00:00,Adelaide,18.3,54,4.4
2025-02-03 18:00:00,Melbourne,20.4,61,7.9
2025-02-03 19:00:00,Brisbane,9.6,76,9.2
2025-02-03 20:00:00,Perth,18.1,63,6.0
2025-02-03 21:00:00,Perth,15.2,84,24.5
2025-02-03 22:00:00,Perth,26.2,76,9.2
2025-02-03 23:00:00,Melbourne,17.3,52,4.8
2025-02-04 00:00:00,Perth,26.9,88,17.5
2025-02-04 01:00:00,Brisbane,14.9,62,18.4
2025-02-04 02:00:00,Sydney,23.3,56,36.8
2025-02-04 03:00:00,Brisbane,16.9,36,2.2
2025-02-04 04:00:00,Perth,17.3,92,6.1
2025-02-04 05:00:00,Melbourne,18.0,94,12.8
2025-02-04 06:00:00,Melbourne,22.5,67,20.7
2025-02-04 07:00:00,Melbourne,23.3,94,14.3
2025-02-04 08:00:00,Melbourne,20.5,46,4.4
2025-02-04 09:00:00,Melbourne,23.6,61,5.2
2025-02-04 10:00:00,Melbourne,8.2,87,4.1
2025-02-04 11:00:00,Perth,28.5,54,23.4
2025-02-04 12:00:00,Perth,14.5,41,5.7
2025-02-04 13:00:00,Adelaide,22.9,82,11.6
2025-02-04 14:00:00,Brisbane,23.9,87,6.6
2025-02-04 15:00:00,Brisbane,22.6,64,9.0
2025-02-04 16:00:00,Perth,30.1,84,4.2
2025-02-04 17:00:00,Adelaide,25.2,54,13.5
2025-02-04 18:00:00,Brisbane,12.0,38,5.5
2025-02-04 19:00:00,Perth,24.3,71,8.8
2025-02-04 20:00:00,Melbourne,19.3,72,4.5
2025-02-04 21:00:00,Adelaide,14.9,57,10.4
2025-02-04 22:00:00,Melbourne,10.6,94,24.2
2025-02-04 23:00:00,Adelaide,22.7,46,13.5
2025-02-05 00:00:00,Melbourne,27.7,62,38.0
2025-02-05 01:00:00,Sydney,14.7,84,1.2
2025-02-05 02:00:00,Melbourne,23.7,63,19.1
2025-02-05 03:00:00,Sydney,23.9,81,18.2
2025-02-05 04:00:00,Sydney,14.3,85,35.4
2025-02-05 05:00:00,Melbourne,21.7,37,11.9
2025-02-05 06:00:00,Melbourne,15.4,73,8.7
2025-02-05 07:00:00,Adelaide,13.3,43,16.5
2025-02-05 08:00:00,Sydney,21.4,49,7.4
2025-02-05 09:00:00,Sydney,24.6,91,10.8
2025-02-05 10:00:00,Melbourne,19.7,51,14.0
2025-02-05 11:00:00,Melbourne,15.8,73,13.6
2025-02-05 12:00:00,Melbourne,15.3,64,6.1
2025-02-05 13:00:00,Sydney,26.5,79,16.9
2025-02-05 14:00:00,Adelaide,21.7,82,8.1
2025-02-05 15:00:00,Sydney,23.3,73,1.0
2025-02-05 16:00:00,Adelaide,21.2,40,22.8
2025-02-05 17:00:00,Melbourne,25.7,72,6.2
2025-02-05 18:00:00,Sydney,19.3,57,9.9
2025-02-05 19:00:00,Sydney,19.6,63,6.1
2025-02-05 20:00:00,Perth,16.2,49,12.2
2025-02-05 21:00:00,Brisbane,28.3,94,12.2
2025-02-05 22:00:00,Adelaide,23.8,73,8.8
2025-02-05 23:00:00,Perth,13.5,71,2.0
2025-02-06 00:00:00,Melbourne,21.3,54,7.2
2025-02-06 01:00:00,Sydney,16.1,63,21.6
2025-02-06 02:00:00,Brisbane,20.5,53,11.2
2025-02-06 03:00:00,Sydney,15.9,89,2.2
2025-02-06 04:00:00,Perth,17.0,86,16.3
2025-02-06 05:00:00,Perth,25.2,56,5.4
2025-02-06 06:00:00,Sydney,11.2,82,8.2
2025-02-06 07:00:00,Adelaide,22.9,69,25.3
2025-02-06 08:00:00,Brisbane,26.4,73,13.0
2025-02-06 09:00:00,Perth,20.1,66,20.9
2025-02-06 10:00:00,Brisbane,18.1,42,11.5
2025-02-06 11:00:00,Brisbane,23.6,63,9.7
2025-02-06 12:00:00,Perth,22.9,79,11.1
2025-02-06 13:00:00,Adelaide,27.5,87,11.1
2025-02-06 14:00:00,Adelaide,18.9,57,21.1
2025-02-06 15:00:00,Brisbane,19.4,37,20.5
2025-02-06 16:00:00,Perth,21.1,91,33.0
2025-02-06 17:00:00,Sydney,19.8,66,1.2
2025-02-06 18:00:00,Perth,25.7,63,14.0
2025-02-06 19:00:00,Melbourne,17.1,55,22.8
2025-02-06 20:00:00,Melbourne,19.9,56,40.2
2025-02-06 21:00:00,Perth,27.6,55,9.0
2025-02-06 22:00:00,Sydney,14.3,35,5.4
2025-02-06 23:00:00,Melbourne,27.6,49,9.1
2025-02-07 00:00:00,Adelaide,17.1,48,14.0
2025-02-07 01:00:00,Adelaide,11.3,70,1.9
2025-02-07 02:00:00,Melbourne,14.6,66,3.7
2025-02-07 03:00:00,Sydney,22.5,87,10.9
2025-02-07 04:00:00,Brisbane,19.4,56,21.2
2025-02-07 05:00:00,Perth,26.4,63,0.8
2025-02-07 06:00:00,Perth,22.7,88,10.8
2025-02-07 07:00:00,Adelaide,27.1,80,5.0
2025-02-07 08:00:00,Perth,27.3,43,12.1
2025-02-07 09:00:00,Melbourne,19.2,67,2.3
2025-02-07 10:00:00,Adelaide,20.2,59,6.0
2025-02-07 11:00:00,Sydney,22.9,77,21.8
2025-02-07 12:00:00,Brisbane,22.6,81,25.6
2025-02-07 13:00:00,Melbourne,24.7,91,21.7
2025-02-07 14:00:00,Sydney,26.2,57,7.5
2025-02-07 15:00:00,Sydney,25.9,59,5.2
2025-02-07 16:00:00,Adelaide,19.5,40,4.2
2025-02-07 17:00:00,Perth,15.3,42,12.8
2025-02-07 18:00:00,Perth,25.9,87,53.7
2025-02-07 19:00:00,Melbourne,21.7,87,15.1
2025-02-07 20:00:00,Brisbane,26.6,38,2.9
2025-02-07 21:00:00,Adelaide,18.1,88,8.8
2025-02-07 22:00:00,Brisbane,23.3,57,15.5
2025-02-07 23:00:00,Perth,15.4,78,16.2
2025-02-08 00:00:00,Brisbane,22.0,51,15.7
2025-02-08 01:00:00,Perth,21.4,89,19.8
2025-02-08 02:00:00,Sydney,18.8,66,13.4
2025-02-08 03:00:00,Perth,19.7,66,3.3
2025-02-08 04:00:00,Adelaide,18.3,45,10.7
2025-02-08 05:00:00,Adelaide,25.7,44,5.0
2025-02-08 06:00:00,Melbourne,20.6,53,36.2
2025-02-08 07:00:00,Perth,24.2,94,11.3
2025-02-08 08:00:00,Perth,19.8,54,17.0
2025-02-08 09:00:00,Melbourne,32.5,79,14.2
2025-02-08 10:00:00,Sydney,20.1,83,20.2
2025-02-08 11:00:00,Sydney,18.3,47,29.0
2025-02-08 12:00:00,Brisbane,20.8,35,9.7
2025-02-08 13:00:00,Brisbane,18.3,79,7.3
2025-02-08 14:00:00,Brisbane,17.1,89,23.3
2025-02-08 15:00:00,Melbourne,21.1,52,19.2
2025-02-08 16:00:00,Perth,20.6,92,14.1
2025-02-08 17:00:00,Perth,15.4,90,21.1
2025-02-08 18:00:00,Perth,21.9,89,8.1
2025-02-08 19:00:00,Sydney,16.8,94,25.6
2025-02-08 20:00:00,Melbourne,15.8,65,29.4
2025-02-08 21:00:00,Brisbane,12.5,93,11.9
2025-02-08 22:00:00,Perth,20.8,49,8.5
2025-02-08 23:00:00,Brisbane,26.3,47,13.3
2025-02-09 00:00:00,Adelaide,14.7,66,10.6
2025-02-09 01:00:00,Sydney,27.0,83,24.4
2025-02-09 02:00:00,Melbourne,23.5,41,2.8
2025-02-09 03:00:00,Melbourne,26.5,59,25.2
2025-02-09 04:00:00,Melbourne,15.9,88,13.1
2025-02-09 05:00:00,Melbourne,14.6,50,4.3
2025-02-09 06:00:00,Adelaide,16.9,79,6.5
2025-02-09 07:00:00,Sydney,17.7,74,17.8
2025-02-09 08:00:00,Perth,27.6,75,8.6
2025-02-09 09:00:00,Melbourne,29.1,63,12.2
2025-02-09 10:00:00,Perth,18.9,50,3.4
2025-02-09 11:00:00,Perth,19.0,64,7.4
2025-02-09 12:00:00,Brisbane,23.6,78,26.4
2025-02-09 13:00:00,Brisbane,28.1,41,7.8
2025-02-09 14:00:00,Sydney,25.7,80,7.3
2025-02-09 15:00:00,Adelaide,23.4,37,19.0
2025-02-09 16:00:00,Adelaide,22.6,81,8.5
2025-02-09 17:00:00,Melbourne,14.3,60,13.2
2025-02-09 18:00:00,Sydney,24.0,45,10.4
2025-02-09 19:00:00,Adelaide,16.2,39,8.9
2025-02-09 20:00:00,Adelaide,25.1,65,5.8
2025-02-09 21:00:00,Melbourne,26.4,74,19.1
2025-02-09 22:00:00,Brisbane,26.1,69,3.8
2025-02-09 23:00:00,Brisbane,22.6,35,7.6
2025-02-10 00:00:00,Melbourne,30.8,85,23.6
2025-02-10 01:00:00,Brisbane,29.4,54,6.3
2025-02-10 02:00:00,Melbourne,17.6,60,23.1
2025-02-10 03:00:00,Adelaide,11.8,48,12.3
2025-02-10 04:00:00,Perth,28.3,47,15.4
2025-02-10 05:00:00,Melbourne,20.6,88,10.6
2025-02-10 06:00:00,Brisbane,23.5,71,31.1
2025-02-10 07:00:00,Melbourne,13.6,58,7.2
2025-02-10 08:00:00,Adelaide,21.6,85,13.6
2025-02-10 09:00:00,Adelaide,18.2,66,9.5
2025-02-10 10:00:00,Adelaide,17.8,72,9.8
2025-02-10 11:00:00,Melbourne,16.7,75,3.0
2025-02-10 12:00:00,Sydney,19.3,78,10.8
2025-02-10 13:00:00,Melbourne,20.5,75,20.1
2025-02-10 14:00:00,Melbourne,19.4,63,3.3
2025-02-10 15:00:00,Melbourne,20.9,42,17.2
2025-02-10 16:00:00,Brisbane,8.4,37,1.8
2025-02-10 17:00:00,Perth,28.9,39,4.6
2025-02-10 18:00:00,Melbourne,15.2,48,18.9
2025-02-10 19:00:00,Brisbane,27.0,42,30.0
2025-02-10 20:00:00,Melbourne,16.6,89,18.6
