event_timestamp,symbol,price,volume,trade_value,event_date
2025-01-11 09:01:00,WBC,92.41,29231,2701143.32,2025-01-11
2025-01-11 09:02:00,NAB,135.89,50049,6801271.78,2025-01-11
2025-01-11 09:03:00,TLS,34.89,32393,1130133.51,2025-01-11
2025-01-11 09:04:00,CSL,110.69,18933,2095698.26,2025-01-11
2025-01-11 09:05:00,WES,99.38,23889,2374104.88,2025-01-11
2025-01-11 09:06:00,ANZ,179.93,13155,2366959.57,2025-01-11
2025-01-11 09:07:00,NAB,136.24,9169,1249207.34,2025-01-11
2025-01-11 09:08:00,WOW,101.44,55489,5628934.48,2025-01-11
2025-01-11 09:09:00,TLS,34.32,37581,1289702.36,2025-01-11
2025-01-11 09:10:00,CBA,35.05,30826,1080438.81,2025-01-11
2025-01-11 09:11:00,CBA,35.88,12798,459230.02,2025-01-11
2025-01-11 09:12:00,CBA,36.92,18432,680439.94,2025-01-11
2025-01-11 09:13:00,BHP,143.79,2249,323389.66,2025-01-11
2025-01-11 09:14:00,ANZ,177.74,20927,3719563.99,2025-01-11
2025-01-11 09:15:00,CSL,107.07,20316,2175256.45,2025-01-11
2025-01-11 09:16:00,CSL,106.29,6868,729967.3,2025-01-11
2025-01-11 09:17:00,BHP,146.01,7682,1121667.13,2025-01-11
2025-01-11 09:18:00,NAB,135.69,11385,1544780.09,2025-01-11
2025-01-11 09:19:00,CSL,105.4,28858,3041544.1,2025-01-11
2025-01-11 09:20:00,WOW,98.67,27349,2698538.17,2025-01-11
2025-01-11 09:21:00,CBA,36.18,45101,1631738.43,2025-01-11
2025-01-11 09:22:00,WOW,97.93,34521,3380632.9,2025-01-11
2025-01-11 09:23:00,MQG,64.25,27667,1777697.85,2025-01-11
2025-01-11 09:24:00,CSL,107.08,16091,1723090.36,2025-01-11
2025-01-11 09:25:00,TLS,34.27,46837,1605278.3,2025-01-11
2025-01-11 09:26:00,TLS,34.15,24267,828816.7,2025-01-11
2025-01-11 09:27:00,WOW,102.5,30868,3163827.48,2025-01-11
2025-01-11 09:28:00,ANZ,177.42,50117,8891598.26,2025-01-11
2025-01-11 09:29:00,MQG,65.51,42109,2758552.16,2025-01-11
2025-01-11 09:30:00,CBA,36.26,13028,472448.89,2025-01-11
2025-01-11 09:31:00,CSL,106.32,38915,4137477.43,2025-01-11
2025-01-11 09:32:00,MQG,61.95,25233,1563065.25,2025-01-11
2025-01-11 09:33:00,CSL,108.23,32198,3484908.92,2025-01-11
2025-01-11 09:34:00,TLS,37.17,17447,648429.54,2025-01-11
2025-01-11 09:35:00,ANZ,175.98,28740,5057665.53,2025-01-11
2025-01-11 09:36:00,WOW,104.45,14705,1535943.83,2025-01-11
2025-01-11 09:37:00,MQG,65.62,10750,705369.97,2025-01-11
2025-01-11 09:38:00,ANZ,172.95,24735,4277799.77,2025-01-11
2025-01-11 09:39:00,CSL,104.79,38270,4010130.99,2025-01-11
2025-01-11 09:40:00,TLS,32.75,15106,494794.19,2025-01-11
2025-01-11 09:41:00,WES,102.93,59764,6151409.18,2025-01-11
2025-01-11 09:42:00,ANZ,176.94,38512,6814436.58,2025-01-11
2025-01-11 09:43:00,TLS,34.53,19324,667198.89,2025-01-11
2025-01-11 09:44:00,CSL,106.69,19070,2034644.61,2025-01-11
2025-01-11 09:45:00,CBA,35.81,26529,950012.69,2025-01-11
2025-01-11 09:46:00,ANZ,173.88,31334,5448262.07,2025-01-11
2025-01-11 09:47:00,WOW,102.83,15541,1598025.6,2025-01-11
2025-01-11 09:48:00,CBA,36.84,7582,279304.56,2025-01-11
2025-01-11 09:49:00,CSL,105.6,10737,1133853.93,2025-01-11
2025-01-11 09:50:00,WES,102.37,28480,2915499.52,2025-01-11
2025-01-11 09:51:00,WES,99.1,44891,4448668.3,2025-01-11
2025-01-11 09:52:00,ANZ,170.91,27179,4645194.62,2025-01-11
2025-01-11 09:53:00,NAB,133.72,21901,2928538.17,2025-01-11
2025-01-11 09:54:00,BHP,145.77,29163,4251025.19,2025-01-11
2025-01-11 09:55:00,TLS,33.18,21539,714750.34,2025-01-11
2025-01-11 09:56:00,TLS,34.76,18423,640450.88,2025-01-11
2025-01-11 09:57:00,WES,100.48,18615,1870353.61,2025-01-11
2025-01-11 09:58:00,NAB,134.63,11174,1504314.35,2025-01-11
2025-01-11 09:59:00,WBC,89.99,12187,1096764.67,2025-01-11
2025-01-11 10:00:00,TLS,35.55,30901,1098539.82,2025-01-11
2025-01-11 10:01:00,TLS,35.3,18029,636365.85,2025-01-11
2025-01-11 10:02:00,BHP,148.56,41530,6169814.95,2025-01-11
2025-01-11 10:03:00,CSL,106.48,91129,9703775.4,2025-01-11
2025-01-11 10:04:00,BHP,143.16,20320,2908911.28,2025-01-11
2025-01-11 10:05:00,WOW,102.04,25487,2600616.85,2025-01-11
2025-01-11 10:06:00,ANZ,172.08,37819,6507994.4,2025-01-11
2025-01-11 10:07:00,ANZ,174.73,13354,2333299.05,2025-01-11
2025-01-11 10:08:00,ANZ,174.58,14696,2565684.61,2025-01-11
2025-01-11 10:09:00,ANZ,174.51,42683,7448761.49,2025-01-11
2025-01-11 10:10:00,ANZ,177.88,56917,10124476.19,2025-01-11
2025-01-11 10:11:00,NAB,134.88,15579,2101318.42,2025-01-11
2025-01-11 10:12:00,ANZ,172.5,32341,5578939.46,2025-01-11
2025-01-11 10:13:00,NAB,136.82,50996,6977389.69,2025-01-11
2025-01-11 10:14:00,NAB,134.8,26329,3549138.98,2025-01-11
2025-01-11 10:15:00,NAB,137.2,15261,2093800.3,2025-01-11
2025-01-11 10:16:00,ANZ,177.45,57053,10124022.46,2025-01-11
2025-01-11 10:17:00,NAB,136.06,33583,4569331.94,2025-01-11
2025-01-11 10:18:00,CSL,106.6,23390,2493320.55,2025-01-11
2025-01-11 10:19:00,WBC,92.74,11779,1092402.15,2025-01-11
2025-01-11 10:20:00,CSL,106.71,40814,4355451.52,2025-01-11
2025-01-11 10:21:00,WOW,99.15,63710,6317003.8,2025-01-11
2025-01-11 10:22:00,NAB,134.24,17092,2294416.55,2025-01-11
2025-01-11 10:23:00,ANZ,175.66,28367,4983055.97,2025-01-11
2025-01-11 10:24:00,WBC,88.86,21163,1880485.6,2025-01-11
2025-01-11 10:25:00,CSL,109.66,16894,1852551.51,2025-01-11
2025-01-11 10:26:00,WBC,93.75,46893,4396011.97,2025-01-11
2025-01-11 10:27:00,NAB,137.21,26701,3663726.77,2025-01-11
2025-01-11 10:28:00,WBC,95.05,38700,3678541.94,2025-01-11
2025-01-11 10:29:00,ANZ,170.06,10930,1858772.93,2025-01-11
2025-01-11 10:30:00,CSL,107.87,12029,1297538.82,2025-01-11
2025-01-11 10:31:00,NAB,138.09,12026,1660614.64,2025-01-11
2025-01-11 10:32:00,ANZ,174.44,5256,916846.6,2025-01-11
2025-01-11 10:33:00,NAB,134.58,21575,2903574.56,2025-01-11
2025-01-11 10:34:00,WOW,102.82,16639,1710751.71,2025-01-11
2025-01-11 10:35:00,BHP,146.03,17055,2490465.4,2025-01-11
2025-01-11 10:36:00,WES,101.91,13696,1395755.68,2025-01-11
2025-01-11 10:37:00,MQG,68.6,49847,3419536.89,2025-01-11
2025-01-11 10:38:00,NAB,137.92,25566,3525974.09,2025-01-11
2025-01-11 10:39:00,CBA,31.27,14769,461781.73,2025-01-11
2025-01-11 10:40:00,NAB,135.81,4013,545008.98,2025-01-11
2025-01-11 10:41:00,CSL,106.83,40455,4321869.44,2025-01-11
2025-01-11 10:42:00,CSL,106.47,33897,3609048.23,2025-01-11
2025-01-11 10:43:00,CBA,32.22,13861,446559.29,2025-01-11
2025-01-11 10:44:00,CSL,105.7,37587,3972840.01,2025-01-11
2025-01-11 10:45:00,NAB,129.55,14417,1867766.93,2025-01-11
2025-01-11 10:46:00,WES,102.07,18600,1898438.34,2025-01-11
2025-01-11 10:47:00,CBA,32.84,29914,982245.65,2025-01-11
2025-01-11 10:48:00,MQG,66.88,25637,1714484.99,2025-01-11
2025-01-11 10:49:00,MQG,66.31,45707,3030619.63,2025-01-11
2025-01-11 10:50:00,CSL,103.79,43144,4477801.39,2025-01-11
2025-01-11 10:51:00,BHP,145.19,19193,2786684.05,2025-01-11
2025-01-11 10:52:00,ANZ,175.1,49772,8714945.12,2025-01-11
2025-01-11 10:53:00,ANZ,174.57,17880,3121222.83,2025-01-11
2025-01-11 10:54:00,BHP,145.22,17506,2542188.77,2025-01-11
2025-01-11 10:55:00,WES,101.98,8257,842070.4,2025-01-11
2025-01-11 10:56:00,WBC,91.74,8770,804549.39,2025-01-11
2025-01-11 10:57:00,ANZ,173.99,15640,2721250.9,2025-01-11
2025-01-11 10:58:00,TLS,34.9,12621,440491.91,2025-01-11
2025-01-11 10:59:00,WBC,91.66,22278,2041912.92,2025-01-11
2025-01-11 11:00:00,WES,101.01,28336,2862078.84,2025-01-11
2025-01-11 11:01:00,BHP,143.63,8334,1196979.23,2025-01-11
2025-01-11 11:02:00,BHP,141.44,24887,3520098.28,2025-01-11
2025-01-11 11:03:00,ANZ,176.63,13225,2335899.87,2025-01-11
2025-01-11 11:04:00,BHP,143.8,25445,3659078.85,2025-01-11
2025-01-11 11:05:00,ANZ,175.9,11946,2101295.26,2025-01-11
2025-01-11 11:06:00,WBC,93.61,18690,1749553.05,2025-01-11
2025-01-11 11:07:00,ANZ,176.18,5384,948550.59,2025-01-11
2025-01-11 11:08:00,TLS,32.24,12577,405494.8,2025-01-11
2025-01-11 11:09:00,CBA,34.55,21555,744819.46,2025-01-11
2025-01-11 11:10:00,ANZ,172.42,48801,8414153.99,2025-01-11
2025-01-11 11:11:00,BHP,140.99,13009,1834172.0,2025-01-11
2025-01-11 11:12:00,CSL,107.2,9641,1033525.45,2025-01-11
2025-01-11 11:13:00,TLS,33.83,31270,1057883.15,2025-01-11
2025-01-11 11:14:00,WBC,91.14,8603,784035.41,2025-01-11
2025-01-11 11:15:00,BHP,142.4,31455,4479197.88,2025-01-11
2025-01-11 11:16:00,CSL,107.39,16097,1728716.81,2025-01-11
2025-01-11 11:17:00,TLS,34.67,22721,787831.05,2025-01-11
2025-01-11 11:18:00,WBC,88.87,37209,3306767.92,2025-01-11
2025-01-11 11:19:00,TLS,33.1,15999,529491.88,2025-01-11
2025-01-11 11:20:00,WES,100.66,18791,1891569.91,2025-01-11
2025-01-11 11:21:00,CSL,108.26,12211,1321946.27,2025-01-11
2025-01-11 11:22:00,MQG,61.89,12606,780140.02,2025-01-11
2025-01-11 11:23:00,CSL,107.38,12084,1297582.12,2025-01-11
2025-01-11 11:24:00,NAB,132.2,18917,2500781.66,2025-01-11
2025-01-11 11:25:00,ANZ,173.8,18824,3271638.11,2025-01-11
2025-01-11 11:26:00,TLS,31.86,45200,1440198.45,2025-01-11
2025-01-11 11:27:00,NAB,137.92,9358,1290622.47,2025-01-11
2025-01-11 11:28:00,TLS,34.36,15679,538710.34,2025-01-11
2025-01-11 11:29:00,MQG,63.35,19587,1240852.55,2025-01-11
2025-01-11 11:30:00,ANZ,176.48,11700,2064779.77,2025-01-11
2025-01-11 11:31:00,WBC,92.43,107811,9965192.66,2025-01-11
2025-01-11 11:32:00,NAB,135.66,30384,4121887.14,2025-01-11
2025-01-11 11:33:00,CSL,108.55,21895,2376788.72,2025-01-11
2025-01-11 11:34:00,WOW,100.71,8145,820305.26,2025-01-11
2025-01-11 11:35:00,BHP,144.54,61671,8914183.55,2025-01-11
2025-01-11 11:36:00,BHP,146.8,24668,3621343.68,2025-01-11
2025-01-11 11:37:00,BHP,140.96,6198,873673.94,2025-01-11
2025-01-11 11:38:00,CSL,107.81,61135,6591048.29,2025-01-11
2025-01-11 11:39:00,NAB,136.03,23978,3261749.76,2025-01-11
2025-01-11 11:40:00,WBC,91.38,37013,3382085.38,2025-01-11
2025-01-11 11:41:00,WES,100.7,57586,5799107.7,2025-01-11
2025-01-11 11:42:00,WBC,91.75,37099,3404012.93,2025-01-11
2025-01-11 11:43:00,BHP,147.3,16243,2392605.35,2025-01-11
2025-01-11 11:44:00,MQG,64.32,28341,1822801.01,2025-01-11
2025-01-11 11:45:00,TLS,37.62,17985,676511.96,2025-01-11
2025-01-11 11:46:00,TLS,31.88,13573,432689.31,2025-01-11
2025-01-11 11:47:00,WES,100.62,48582,4888169.3,2025-01-11
2025-01-11 11:48:00,NAB,132.9,26148,3475155.75,2025-01-11
2025-01-11 11:49:00,CBA,33.83,19564,661793.31,2025-01-11
2025-01-11 11:50:00,TLS,36.72,15970,586492.93,2025-01-11
2025-01-11 11:51:00,CBA,37.39,24209,905066.17,2025-01-11
2025-01-11 11:52:00,NAB,135.94,22733,3090427.56,2025-01-11
2025-01-11 11:53:00,ANZ,171.98,25906,4455423.41,2025-01-11
2025-01-11 11:54:00,WOW,99.01,21029,2082070.66,2025-01-11
2025-01-11 11:55:00,TLS,33.62,24201,813521.61,2025-01-11
2025-01-11 11:56:00,WOW,101.33,31058,3147180.71,2025-01-11
2025-01-11 11:57:00,TLS,35.43,26518,939534.49,2025-01-11
2025-01-11 11:58:00,WBC,89.93,21965,1975421.44,2025-01-11
2025-01-11 11:59:00,WES,98.51,24700,2433172.31,2025-01-11
2025-01-11 12:00:00,WBC,91.57,19357,1772429.04,2025-01-11
2025-01-11 12:01:00,WBC,90.57,8320,753503.52,2025-01-11
2025-01-11 12:02:00,WBC,90.1,66256,5969663.19,2025-01-11
2025-01-11 12:03:00,BHP,143.71,20953,3011200.01,2025-01-11
2025-01-11 12:04:00,ANZ,174.03,11706,2037211.94,2025-01-11
2025-01-11 12:05:00,MQG,63.48,20627,1309456.52,2025-01-11
2025-01-11 12:06:00,MQG,63.01,44123,2780388.61,2025-01-11
2025-01-11 12:07:00,WBC,90.25,17541,1583110.47,2025-01-11
2025-01-11 12:08:00,CBA,35.33,17297,611041.43,2025-01-11
2025-01-11 12:09:00,ANZ,175.97,38524,6779236.56,2025-01-11
2025-01-11 12:10:00,MQG,65.11,14747,960197.85,2025-01-11
2025-01-11 12:11:00,BHP,142.92,20205,2887651.13,2025-01-11
2025-01-11 12:12:00,WBC,93.01,34739,3231185.51,2025-01-11
2025-01-11 12:13:00,TLS,36.71,28906,1061163.3,2025-01-11
2025-01-11 12:14:00,BHP,143.59,23250,3338492.88,2025-01-11
2025-01-11 12:15:00,NAB,134.31,18111,2432437.26,2025-01-11
2025-01-11 12:16:00,MQG,66.51,44806,2980159.12,2025-01-11
2025-01-11 12:17:00,BHP,142.39,13841,1970880.52,2025-01-11
2025-01-11 12:18:00,ANZ,173.73,19044,3308601.44,2025-01-11
2025-01-11 12:19:00,NAB,136.8,14373,1966192.9,2025-01-11
2025-01-11 12:20:00,WES,102.29,28591,2924621.05,2025-01-11
2025-01-11 12:21:00,WBC,88.43,29721,2628215.78,2025-01-11
2025-01-11 12:22:00,CSL,106.77,19853,2119659.98,2025-01-11
2025-01-11 12:23:00,CSL,108.37,25673,2782235.88,2025-01-11
2025-01-11 12:24:00,CSL,105.06,21290,2236760.86,2025-01-11
2025-01-11 12:25:00,WOW,100.96,29102,2938184.38,2025-01-11
2025-01-11 12:26:00,WOW,100.24,30277,3034938.7,2025-01-11
2025-01-11 12:27:00,CBA,36.45,25869,943021.94,2025-01-11
2025-01-11 12:28:00,TLS,37.14,27419,1018252.06,2025-01-11
2025-01-11 12:29:00,WBC,91.21,33754,3078799.09,2025-01-11
2025-01-11 12:30:00,ANZ,176.96,13519,2392377.23,2025-01-11
2025-01-11 12:31:00,TLS,33.41,12247,409125.29,2025-01-11
2025-01-11 12:32:00,WOW,99.79,29101,2903864.94,2025-01-11
2025-01-11 12:33:00,BHP,142.98,14402,2059203.0,2025-01-11
2025-01-11 12:34:00,CBA,33.79,6550,221339.89,2025-01-11
2025-01-11 12:35:00,WBC,90.75,19146,1737405.34,2025-01-11
2025-01-11 12:36:00,NAB,133.54,7050,941450.94,2025-01-11
2025-01-11 12:37:00,BHP,146.75,25721,3774482.06,2025-01-11
2025-01-11 12:38:00,TLS,34.22,23528,805098.71,2025-01-11
2025-01-11 12:39:00,CBA,36.06,20371,734644.12,2025-01-11
2025-01-11 12:40:00,ANZ,175.16,38604,6761744.9,2025-01-11
2025-01-11 12:41:00,BHP,142.28,16956,2412414.92,2025-01-11
2025-01-11 12:42:00,WES,99.05,25842,2559577.61,2025-01-11
2025-01-11 12:43:00,BHP,147.54,25006,3689323.83,2025-01-11
2025-01-11 12:44:00,ANZ,175.71,14391,2528686.4,2025-01-11
2025-01-11 12:45:00,WOW,100.18,14287,1431319.34,2025-01-11
2025-01-11 12:46:00,WBC,92.49,16493,1525404.69,2025-01-11
2025-01-11 12:47:00,BHP,143.51,29049,4168816.87,2025-01-11
2025-01-11 12:48:00,NAB,135.42,15381,2082832.93,2025-01-11
2025-01-11 12:49:00,CSL,107.87,20491,2210434.99,2025-01-11
2025-01-11 12:50:00,WBC,92.38,14198,1311564.06,2025-01-11
2025-01-11 12:51:00,NAB,134.79,43120,5812225.09,2025-01-11
2025-01-11 12:52:00,ANZ,178.57,24018,4288985.99,2025-01-11
2025-01-11 12:53:00,WOW,100.24,18188,1823244.75,2025-01-11
2025-01-11 12:54:00,TLS,32.88,52646,1731196.87,2025-01-11
2025-01-11 12:55:00,ANZ,177.51,37155,6595494.34,2025-01-11
2025-01-11 12:56:00,CSL,109.05,13420,1463482.58,2025-01-11
2025-01-11 12:57:00,NAB,135.63,19068,2586190.31,2025-01-11
2025-01-11 12:58:00,CBA,34.16,11183,382000.91,2025-01-11
2025-01-11 12:59:00,CSL,106.52,43554,4639346.06,2025-01-11
2025-01-11 13:00:00,MQG,65.41,25128,1643563.43,2025-01-11
2025-01-11 13:01:00,CBA,32.8,9732,319249.81,2025-01-11
2025-01-11 13:02:00,CSL,105.89,21202,2245059.72,2025-01-11
2025-01-11 13:03:00,ANZ,172.62,28538,4926249.52,2025-01-11
2025-01-11 13:04:00,CBA,37.1,49432,1833956.32,2025-01-11
2025-01-11 13:05:00,ANZ,173.78,8730,1517058.18,2025-01-11
2025-01-11 13:06:00,BHP,143.12,16794,2403543.41,2025-01-11
2025-01-11 13:07:00,CSL,106.08,19026,2018287.44,2025-01-11
2025-01-11 13:08:00,CSL,106.38,9923,1055627.5,2025-01-11
2025-01-11 13:09:00,NAB,133.17,12484,1662548.13,2025-01-11
2025-01-11 13:10:00,NAB,135.68,18045,2448354.25,2025-01-11
2025-01-11 13:11:00,WBC,90.24,26228,2366792.31,2025-01-11
2025-01-11 13:12:00,TLS,33.83,22859,773272.66,2025-01-11
2025-01-11 13:13:00,CSL,107.43,16106,1730195.97,2025-01-11
2025-01-11 13:14:00,NAB,137.0,40101,5493848.92,2025-01-11
2025-01-11 13:15:00,CBA,35.02,22756,797005.76,2025-01-11
2025-01-11 13:16:00,MQG,67.14,35264,2367790.52,2025-01-11
2025-01-11 13:17:00,TLS,32.81,40310,1322584.17,2025-01-11
2025-01-11 13:18:00,WOW,102.67,37446,3844660.76,2025-01-11
2025-01-11 13:19:00,BHP,141.54,30169,4270056.95,2025-01-11
2025-01-11 13:20:00,WOW,105.25,9635,1014045.15,2025-01-11
2025-01-11 13:21:00,WBC,92.09,6416,590819.69,2025-01-11
2025-01-11 13:22:00,WBC,88.11,17648,1554901.61,2025-01-11
2025-01-11 13:23:00,WOW,99.7,23922,2385128.09,2025-01-11
2025-01-11 13:24:00,MQG,68.65,9883,678468.87,2025-01-11
2025-01-11 13:25:00,TLS,35.27,8413,296687.8,2025-01-11
2025-01-11 13:26:00,WES,98.14,30920,3034367.0,2025-01-11
2025-01-11 13:27:00,ANZ,179.18,14657,2626261.62,2025-01-11
2025-01-11 13:28:00,CBA,36.35,14434,524685.13,2025-01-11
2025-01-11 13:29:00,CSL,103.64,23060,2389844.06,2025-01-11
2025-01-11 13:30:00,WBC,94.15,23636,2225265.45,2025-01-11
2025-01-11 13:31:00,BHP,142.36,37019,5270015.81,2025-01-11
2025-01-11 13:32:00,WOW,99.37,38152,3791072.95,2025-01-11
2025-01-11 13:33:00,CSL,104.68,21026,2201083.9,2025-01-11
2025-01-11 13:34:00,MQG,64.93,24490,1590191.66,2025-01-11
2025-01-11 13:35:00,MQG,61.12,33099,2022931.5,2025-01-11
2025-01-11 13:36:00,ANZ,176.74,30620,5411792.34,2025-01-11
2025-01-11 13:37:00,ANZ,175.2,12244,2145150.26,2025-01-11
2025-01-11 13:38:00,MQG,66.14,8552,565618.45,2025-01-11
2025-01-11 13:39:00,BHP,142.16,25610,3640776.97,2025-01-11
2025-01-11 13:40:00,WBC,89.32,11479,1025334.72,2025-01-11
2025-01-11 13:41:00,CBA,35.41,12183,431383.43,2025-01-11
2025-01-11 13:42:00,CSL,108.18,64775,7007131.08,2025-01-11
2025-01-11 13:43:00,TLS,31.54,18322,577881.62,2025-01-11
2025-01-11 13:44:00,WBC,90.81,12685,1151881.99,2025-01-11
2025-01-11 13:45:00,WOW,104.32,28133,2934829.19,2025-01-11
2025-01-11 13:46:00,CSL,107.4,19910,2138290.35,2025-01-11
2025-01-11 13:47:00,WOW,101.35,15572,1578200.13,2025-01-11
2025-01-11 13:48:00,WOW,99.0,29699,2940150.44,2025-01-11
2025-01-11 13:49:00,ANZ,174.4,22355,3898794.85,2025-01-11
2025-01-11 13:50:00,ANZ,174.16,10041,1748734.73,2025-01-11
2025-01-11 13:51:00,WES,101.68,17004,1728948.66,2025-01-11
2025-01-11 13:52:00,WOW,102.65,15189,1559082.88,2025-01-11
2025-01-11 13:53:00,CSL,106.16,80453,8540533.72,2025-01-11
2025-01-11 13:54:00,TLS,35.35,16109,569448.32,2025-01-11
2025-01-11 13:55:00,CSL,105.83,26901,2846875.39,2025-01-11
2025-01-11 13:56:00,MQG,62.09,13789,856090.51,2025-01-11
2025-01-11 13:57:00,WES,101.2,12851,1300569.39,2025-01-11
2025-01-11 13:58:00,MQG,64.7,69488,4495626.73,2025-01-11
2025-01-11 13:59:00,TLS,35.24,32314,1138686.96,2025-01-11
2025-01-11 14:00:00,CSL,104.39,13688,1428868.69,2025-01-11
2025-01-11 14:01:00,NAB,133.7,47324,6327167.49,2025-01-11
2025-01-11 14:02:00,BHP,145.67,42225,6150775.47,2025-01-11
2025-01-11 14:03:00,CSL,105.75,10551,1115805.86,2025-01-11
2025-01-11 14:04:00,NAB,133.94,44074,5903342.71,2025-01-11
2025-01-11 14:05:00,BHP,145.45,23663,3441775.08,2025-01-11
2025-01-11 14:06:00,WES,100.56,32768,3295176.44,2025-01-11
2025-01-11 14:07:00,BHP,142.5,28160,4012712.6,2025-01-11
2025-01-11 14:08:00,CSL,104.36,19231,2006900.45,2025-01-11
2025-01-11 14:09:00,TLS,36.09,15021,542073.71,2025-01-11
2025-01-11 14:10:00,MQG,67.93,47277,3211659.1,2025-01-11
2025-01-11 14:11:00,CBA,34.96,36734,1284073.32,2025-01-11
2025-01-11 14:12:00,BHP,142.65,17953,2560945.59,2025-01-11
2025-01-11 14:13:00,WBC,92.06,41963,3863312.75,2025-01-11
2025-01-11 14:14:00,CSL,108.69,14031,1524991.27,2025-01-11
2025-01-11 14:15:00,WBC,92.13,16710,1539443.34,2025-01-11
2025-01-11 14:16:00,CBA,34.34,11733,402893.82,2025-01-11
2025-01-11 14:17:00,ANZ,173.46,39233,6805185.28,2025-01-11
2025-01-11 14:18:00,TLS,34.6,21372,739553.81,2025-01-11
2025-01-11 14:19:00,MQG,64.06,45936,2942642.92,2025-01-11
2025-01-11 14:20:00,WBC,91.61,45897,4204767.94,2025-01-11
2025-01-11 14:21:00,CBA,34.04,6930,235930.31,2025-01-11
2025-01-11 14:22:00,CBA,31.3,15390,481765.24,2025-01-11
2025-01-11 14:23:00,WES,101.09,21319,2155221.1,2025-01-11
2025-01-11 14:24:00,CBA,36.86,28208,1039662.27,2025-01-11
2025-01-11 14:25:00,NAB,136.64,11352,1551192.58,2025-01-11
2025-01-11 14:26:00,ANZ,173.91,34093,5929024.61,2025-01-11
2025-01-11 14:27:00,WES,100.08,13168,1317832.25,2025-01-11
2025-01-11 14:28:00,ANZ,171.44,19396,3325185.12,2025-01-11
2025-01-11 14:29:00,TLS,36.4,69570,2532259.78,2025-01-11
2025-01-11 14:30:00,WOW,100.34,13956,1400412.31,2025-01-11
2025-01-11 14:31:00,WES,101.98,15679,1598894.18,2025-01-11
2025-01-11 14:32:00,WES,98.56,26649,2626636.65,2025-01-11
2025-01-11 14:33:00,WOW,100.07,11857,1186508.99,2025-01-11
2025-01-11 14:34:00,CBA,32.94,21995,724466.2,2025-01-11
2025-01-11 14:35:00,CSL,104.53,34794,3636922.35,2025-01-11
2025-01-11 14:36:00,MQG,63.36,14451,915667.29,2025-01-11
2025-01-11 14:37:00,WBC,93.46,28780,2689649.81,2025-01-11
2025-01-11 14:38:00,ANZ,172.3,19963,3439543.32,2025-01-11
2025-01-11 14:39:00,CBA,33.03,22525,744010.57,2025-01-11
2025-01-11 14:40:00,CSL,108.48,13801,1497135.57,2025-01-11
2025-01-11 14:41:00,WOW,99.07,5033,498644.3,2025-01-11
2025-01-11 14:42:00,WOW,104.03,24285,2526430.39,2025-01-11
2025-01-11 14:43:00,ANZ,175.47,37848,6641182.55,2025-01-11
2025-01-11 14:44:00,CSL,104.75,54367,5694960.51,2025-01-11
2025-01-11 14:45:00,WBC,85.86,20761,1782555.15,2025-01-11
2025-01-11 14:46:00,WES,98.69,9569,944359.44,2025-01-11
2025-01-11 14:47:00,WES,101.35,22586,2289190.02,2025-01-11
2025-01-11 14:48:00,TLS,33.14,21723,719815.17,2025-01-11
2025-01-11 14:49:00,CSL,104.21,33571,3498346.27,2025-01-11
2025-01-11 14:50:00,CSL,103.29,74669,7712790.75,2025-01-11
2025-01-11 14:51:00,TLS,32.6,14450,471098.83,2025-01-11
2025-01-11 14:52:00,CSL,106.36,33496,3562506.52,2025-01-11
2025-01-11 14:53:00,ANZ,173.72,12572,2184006.23,2025-01-11
2025-01-11 14:54:00,WES,102.08,36319,3707615.39,2025-01-11
2025-01-11 14:55:00,WBC,88.77,11450,1016408.52,2025-01-11
2025-01-11 14:56:00,ANZ,173.15,21386,3702965.56,2025-01-11
2025-01-11 14:57:00,TLS,34.42,13372,460224.78,2025-01-11
2025-01-11 14:58:00,MQG,66.18,14401,953003.74,2025-01-11
2025-01-11 14:59:00,NAB,136.78,124751,17063494.96,2025-01-11
2025-01-11 15:00:00,BHP,148.33,8990,1333500.04,2025-01-11
2025-01-11 15:01:00,BHP,142.59,14975,2135330.31,2025-01-11
2025-01-11 15:02:00,TLS,32.43,26846,870625.61,2025-01-11
2025-01-11 15:03:00,TLS,34.19,21802,745387.15,2025-01-11
2025-01-11 15:04:00,WOW,101.14,30387,3073204.9,2025-01-11
2025-01-11 15:05:00,WBC,92.97,17247,1603425.35,2025-01-11
2025-01-11 15:06:00,TLS,33.88,32637,1105650.94,2025-01-11
2025-01-11 15:07:00,CBA,35.11,17608,618187.73,2025-01-11
2025-01-11 15:08:00,WOW,102.11,26160,2671204.81,2025-01-11
2025-01-11 15:09:00,MQG,63.15,25504,1610531.8,2025-01-11
2025-01-11 15:10:00,WBC,92.21,14436,1331101.78,2025-01-11
2025-01-11 15:11:00,WOW,104.07,24956,2597236.76,2025-01-11
2025-01-11 15:12:00,BHP,144.59,15419,2229373.7,2025-01-11
2025-01-11 15:13:00,CSL,104.85,11955,1253489.32,2025-01-11
2025-01-11 15:14:00,WES,104.2,55803,5814608.51,2025-01-11
2025-01-11 15:15:00,NAB,139.03,23176,3222265.27,2025-01-11
2025-01-11 15:16:00,WOW,101.03,9903,1000460.87,2025-01-11
2025-01-11 15:17:00,NAB,137.94,18359,2532512.03,2025-01-11
2025-01-11 15:18:00,CSL,105.31,33339,3511027.88,2025-01-11
2025-01-11 15:19:00,CSL,109.7,22985,2521367.64,2025-01-11
